Activist,Investor ID,Investor Type,Investor Sub Type,Activist HQ,Focused,Activist Founded,Company,PID,Symbol,Date Invested,Demand Date,Demand Year,Current Holding (%),Demand Group,Demand,Response Date,Response,Seats Proposed (Gain Board Representation Only),Seats Gained (Gain Board Representation Only),Seats Gained Method  (Gain Board Representation Only),Outcome,Company HQ,Company Region,Exchange,Sector,Industry,Mkt Cap ($mn),Mkt Cap Category,Status,Exit Date,Exit Type,Price Per Share,Purchase Value (Mn),Currency,Buyer
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Express Scripts Holding Company,134,ESRX,,24-Mar-15,2015,,Governance,Board Independence,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Health Care Plans,"53,161",Large-Cap,Exited,20-Dec-18,Purchased by Listed Company,,,,Cigna Corp
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,United Parcel Service Inc.,70,UPS,18-Mar-13,24-Mar-15,2015,,Governance,Amend Company Policy,7-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Integrated Shipping & Logistics,"179,999",Large-Cap,Current,,,,,,
Miami Firefighters' Relief and Pension Fund,9546,Labour union,,US,Engagement,,Express Scripts Holding Company,134,ESRX,,24-Mar-15,2015,,Social,Political Activities,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Health Care Plans,"53,161",Large-Cap,Exited,20-Dec-18,Purchased by Listed Company,,,,Cigna Corp
Needmor Fund,5911,Rights/ Cause/ ESG,Other Rights/ Cause,US,Occasional,1956,Occidental Petroleum Corporation,85,OXY,,24-Mar-15,2015,,Social,Political Activities,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,NVR Inc.,997,NVR,,24-Mar-15,2015,,Governance,Amend Company Policy,5-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Residential Construction,"20,016",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Peabody Energy Corp,915,BTU,,24-Mar-15,2015,,Governance,Amend Company Policy,4-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Coal,"1,380",Small-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Express Scripts Holding Company,134,ESRX,,24-Mar-15,2015,,Social,Political Activities,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Health Care Plans,"53,161",Large-Cap,Exited,20-Dec-18,Purchased by Listed Company,,,,Cigna Corp
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Occidental Petroleum Corporation,85,OXY,,24-Mar-15,2015,,Governance,Amend Company Policy,1-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
People for the Ethical Treatment of Animals,6211,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,1980,Boston Scientific Corporation,408,BSX,,24-Mar-15,2015,,Environmental,Animal Welfare,5-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Instruments & Supplies,"58,581",Large-Cap,Current,,,,,,
Sisters of Charity of the Incarnate Word,10124,Rights/ Cause/ ESG,Religious,US,Engagement,,Occidental Petroleum Corporation,85,OXY,,24-Mar-15,2015,,Social,Political Activities,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
SOC Investment Group,5392,Rights/ Cause/ ESG,ESG,US,Engagement,2006,"Starwood Property Trust, Inc.",1041,STWD,9-Apr-14,24-Mar-15,2015,,Governance,Board Independence,21-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Real Estate,REIT - Diversified,"7,048",Mid-Cap,Current,,,,,,
Unitarian Universalist Association of Congregations,10508,Rights/ Cause/ ESG,Religious,US,Engagement,,Occidental Petroleum Corporation,85,OXY,,24-Mar-15,2015,,Social,Political Activities,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
Arjuna Capital,7466,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1974,eBay Inc.,91,EBAY,,23-Mar-15,2015,0,Social,Diversity and Equality,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Specialty Retail,"39,883",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,E.I. du Pont de Nemours and Company,120,DD,,23-Mar-15,2015,,Social,Political Activities,13-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Agricultural Inputs,"56,422",Large-Cap,Exited,31-Aug-17,Merger,,,,DowDuPont Inc
Baldwin Brothers Inc,9568,Investment Firm,Other Asset Management,US,Partial Focus,,eBay Inc.,91,EBAY,,23-Mar-15,2015,,Social,Diversity and Equality,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Specialty Retail,"39,883",Large-Cap,Current,,,,,,
Bernice Schoenbaum,10543,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Dominion Energy Inc,182,D,,23-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
Domini Impact Investments LLC,158,Investment Firm,Other Asset Management,US,Primary Focus,1991,Verizon Communications Inc.,32,VZ,21-Mar-05,23-Mar-15,2015,,Social,Political Activities,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Communication Services,Telecom Services,"218,509",Large-Cap,Current,,,,,,
International Brotherhood of DuPont Workers,5219,Labour union,,US,Engagement,,E.I. du Pont de Nemours and Company,120,DD,14-Mar-14,23-Mar-15,2015,,Social,Other Social Concern,13-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Agricultural Inputs,"56,422",Large-Cap,Exited,31-Aug-17,Merger,,,,Dow Chemical Company
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Dominion Energy Inc,182,D,,23-Mar-15,2015,,Governance,Amend Company Policy,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,eBay Inc.,91,EBAY,,23-Mar-15,2015,,Governance,Amend Company Policy,1-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Specialty Retail,"39,883",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,First Niagara Financial Group Inc.,1150,FNFG,,23-Mar-15,2015,,Governance,Adopt Majority Vote Standard,29-Apr-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Financial Services,Banks - Regional - US,"3,468",Mid-Cap,Exited,29-Jul-16,Purchased by Listed Company,,,,KeyCorp
Marion Edey,10179,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Dominion Energy Inc,182,D,,23-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Dominion Energy Inc,182,D,,23-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,eBay Inc.,91,EBAY,,23-Mar-15,2015,,Governance,Amend Company Policy,1-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Consumer Cyclical,Specialty Retail,"39,883",Large-Cap,Current,,,,,,
Pam Morgan,9534,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Dominion Energy Inc,182,D,,23-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
Robert Vanderhye,10441,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Dominion Energy Inc,182,D,,23-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"62,498",Large-Cap,Current,,,,,,
Sisters of Charity of Saint Elizabeth,10282,Rights/ Cause/ ESG,Religious,US,Engagement,,E.I. du Pont de Nemours and Company,120,DD,,23-Mar-15,2015,,Social,GMO,13-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Agricultural Inputs,"56,422",Large-Cap,Exited,31-Aug-17,Merger,,,,DowDuPont Inc
The Nathan Cummings Foundation,4543,Rights/ Cause/ ESG,ESG,US,Engagement,1949,Verizon Communications Inc.,32,VZ,,23-Mar-15,2015,,Social,Other Social Concern,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Communication Services,Telecom Services,"218,509",Large-Cap,Current,,,,,,
Walden Asset Management,1224,Fund Manager,,US,Engagement,1974,United Parcel Service Inc.,70,UPS,,23-Mar-15,2015,,Social,Political Activities,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Integrated Shipping & Logistics,"179,999",Large-Cap,Current,,,,,,
William Steiner,5798,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Verizon Communications Inc.,32,VZ,,23-Mar-15,2015,,Governance,Amend Company Policy,7-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Communication Services,Telecom Services,"218,509",Large-Cap,Current,,,,,,
Connecticut Retirement Plans and Trust Funds,670,Pension Fund,Private,US,Engagement,1987,Anadarko Petroleum Corporation,143,APC,,21-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,12-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"36,870",Large-Cap,Exited,8-Aug-19,Purchased by Listed Company,,,,Occidental Petroleum
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Anadarko Petroleum Corporation,143,APC,,21-Mar-15,2015,,Governance,Amend Company Policy,12-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas E&P,"36,870",Large-Cap,Exited,8-Aug-19,Purchased by Listed Company,,,,
Park Foundation / Adelaide Gomer,10808,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Anadarko Petroleum Corporation,143,APC,,21-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,12-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"36,870",Large-Cap,Exited,8-Aug-19,Purchased by Listed Company,,,,Occidental Petroleum
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Entergy Corporation,525,ETR,,20-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,8-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"21,961",Large-Cap,Current,,,,,,
Central Laborers' Pension Fund,6235,Labour union,,US,Engagement,1965,Oasis Petroleum Inc.,1017,OAS,,20-Mar-15,2015,,Governance,Board Independence,4-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Energy,Oil & Gas E&P,"2,383",Mid-Cap,Current,,,,,,
City of Philadelphia Board of Pensions and Retirement,773,Pension Fund,Private,US,Engagement,1915,Ryder System Inc.,1225,R,,20-Mar-15,2015,,Social,Political Activities,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Rental & Leasing Services,"4,233",Mid-Cap,Current,,,,,,
CommonSpirit Health,11752,Rights/ Cause/ ESG,Religious,US,Engagement,1996,Reynolds American Inc,244,RAI,,20-Mar-15,2015,,Social,Human Capital,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Tobacco,"93,269",Large-Cap,Exited,25-Jul-17,Purchased by Listed Company,,,,British American Tobacco PLC 
James McRitchie,5472,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,EMC Corporation,118,EMC,21-Mar-14,20-Mar-15,2015,,Governance,Board Independence,30-Apr-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Data Storage,"53,128",Large-Cap,Exited,7-Sep-16,Purchased by Private Company,29.05,"67,000",USD,Dell
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Ecolab Inc.,227,ECL,15-Mar-13,20-Mar-15,2015,,Governance,Board Independence,7-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Speciality Chemicals,"64,618",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,EMC Corporation,118,EMC,18-Mar-10,20-Mar-15,2015,,Governance,Board Independence,30-Apr-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Data Storage,"53,128",Large-Cap,Exited,7-Sep-16,Purchased by Private Company,29.05,"67,000",USD,Dell
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,General Dynamics Corporation,220,GD,28-Mar-03,20-Mar-15,2015,0,Governance,Board Independence,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Aerospace & Defense,"56,763",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Hospira Inc,747,HSP,,20-Mar-15,2015,,Governance,Amend Company Policy,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Specialty & Generic,"15,452",Large-Cap,Exited,3-Sep-15,Purchased by Listed Company,90,"17,000",USD,Pfizer
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Illinois Tool Works Inc.,195,ITW,6-Mar-15,20-Mar-15,2015,,Governance,Amend Company Policy,8-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Industrials,Diversified Industrials,"74,292",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Valero Energy Corporation,348,VLO,,20-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,30-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"29,158",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,"Arch Resources, Inc.",2217,ARCH,,20-Mar-15,2015,,Governance,Amend Company Policy,23-Apr-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Coal,"1,384",Small-Cap,Current,,,,,,
Province of St. Joseph of the Capuchin Order,7456,Rights/ Cause/ ESG,Religious,US,Engagement,,Reynolds American Inc,244,RAI,,20-Mar-15,2015,,Social,Human Capital,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Tobacco,"93,269",Large-Cap,Exited,25-Jul-17,Purchased by Listed Company,,,,British American Tobacco PLC 
Trinity Health,6056,Rights/ Cause/ ESG,Religious,US,Engagement,2000,Reynolds American Inc,244,RAI,,20-Mar-15,2015,,Social,Human Capital,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Tobacco,"93,269",Large-Cap,Exited,25-Jul-17,Purchased by Listed Company,,,,British American Tobacco PLC 
Walden Asset Management,1224,Fund Manager,,US,Engagement,1974,RPC Inc.,1188,RES,,20-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,28-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Equipment & Services,984,Small-Cap,Current,,,,,,
William Steiner,5798,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Illinois Tool Works Inc.,195,ITW,,20-Mar-15,2015,,Governance,Amend Company Policy,8-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Industrials,Diversified Industrials,"74,292",Large-Cap,Current,,,,,,
California State Teachers' Retirement System (CalSTRS),607,Pension Fund,Private,US,Engagement,1913,Apollo Commercial Real Estate Finance Inc,2718,ARI,15-May-10,19-Mar-15,2015,0.14,Governance,Adopt Majority Vote Standard,28-Apr-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Real Estate,REIT - Diversified,"1,855",Small-Cap,Current,,,,,,
Church Pension Fund,4388,Rights/ Cause/ ESG,Religious,US,Engagement,,EOG Resources Inc.,147,EOG,,19-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,30-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"50,523",Large-Cap,Current,,,,,,
Mayberry LLC,9658,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,EOG Resources Inc.,147,EOG,,19-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,30-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"50,523",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,EOG Resources Inc.,147,EOG,,19-Mar-15,2015,,Governance,Amend Company Policy,30-Apr-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas E&P,"50,523",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Exelon Corporation,250,EXC,,19-Mar-15,2015,,Governance,Amend Company Policy,28-Apr-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"69,279",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Exelon Corporation,250,EXC,,19-Mar-15,2015,,Governance,Amend Company Policy,28-Apr-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"69,279",Large-Cap,Current,,,,,,
Persephone LLC,10267,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,EOG Resources Inc.,147,EOG,,19-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,30-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"50,523",Large-Cap,Current,,,,,,
Portico Benefit Services,10105,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,EOG Resources Inc.,147,EOG,,19-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,30-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"50,523",Large-Cap,Current,,,,,,
Sierra Club Foundation,10561,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,EOG Resources Inc.,147,EOG,,19-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,30-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"50,523",Large-Cap,Current,,,,,,
The Episcopal Church,9910,Rights/ Cause/ ESG,Religious,US,Engagement,,EOG Resources Inc.,147,EOG,,19-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,30-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"50,523",Large-Cap,Current,,,,,,
The Nathan Cummings Foundation,4543,Rights/ Cause/ ESG,ESG,US,Engagement,1949,Spectra Energy Corp,285,SE,,19-Mar-15,2015,,Social,Political Activities,28-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Midstream,"29,251",Large-Cap,Exited,17-Dec-18,Purchased by Listed Company,,,,Enbridge Inc. 
Trillium Asset Management Corp.,587,Fund Manager,,US,Partial Focus,1982,EOG Resources Inc.,147,EOG,15-Aug-12,19-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,30-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"50,523",Large-Cap,Exited,15-Aug-20,Sold Shares,,,,
Unitarian Universalist Association of Congregations,10508,Rights/ Cause/ ESG,Religious,US,Engagement,,Spectra Energy Corp,285,SE,,19-Mar-15,2015,,Social,Political Activities,28-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Midstream,"29,251",Large-Cap,Exited,17-Dec-18,Purchased by Listed Company,,,,Enbridge Inc. 
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,"Kraft Foods Group, Inc.",48278,KRFT,,18-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,5-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Packaged Foods,"50,830",Large-Cap,Exited,2-Jul-15,Purchased by Listed Company,,,,Kraft Heinz Co 
